,person_id,full_name,given_name,last_name,gender,graduate_degree,mfa_degree,role,prize_institution,prize_name,prize_year,prize_genre,prize_type,prize_amount,elite_1,elite_2,elite_3,award
1533,362.0,Charles Simic,Charles,Simic,male,0,no mfa,winner,Academy of American Poets,Academy of American Poets Fellowship,1998.0,poetry,career,25000.0,,,,1.0
1534,362.0,Charles Simic,Charles,Simic,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1976.0,no genre,career,10000.0,,,,1.0
1535,362.0,Charles Simic,Charles,Simic,male,0,no mfa,winner,MacArthur Foundation,MacArthur Fellowship,1984.0,no genre,career,500000.0,,,,1.0
1536,362.0,Charles Simic,Charles,Simic,male,0,no mfa,winner,Library of Congress,Poet Laureate,2008.0,poetry,career,35000.0,,,,1.0
1537,362.0,Charles Simic,Charles,Simic,male,0,no mfa,winner,Library of Congress,Poet Laureate,2007.0,poetry,career,35000.0,,,,1.0
1538,362.0,Charles Simic,Charles,Simic,male,0,no mfa,winner,Academy of American Poets,Wallace Stevens Award,2007.0,poetry,career,100000.0,,,,1.0
1539,363.0,Charles Wilson,Charles,Wilson,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1968.0,no genre,career,10000.0,,,,1.0
1540,399.0,Christopher Middleton,Christopher,Middleton,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,2012.0,no genre,career,10000.0,,,,1.0
1541,403.0,Ciaran Berry,Ciaran,Berry,male,0,no mfa,winner,Whiting Foundation,Whiting Award,2012.0,no genre,career,50000.0,,,,1.0
1542,418.0,Clifford Thompson,Clifford,Thompson,male,0,no mfa,winner,Whiting Foundation,Whiting Award,2013.0,no genre,career,50000.0,,,,1.0
1543,424.0,Colm Toibin,Colm,Toibin,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,1995.0,no genre,career,10000.0,,,,1.0
1544,426.0,Colum McCann,Colum,McCann,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,2011.0,no genre,career,10000.0,,,,1.0
1545,429.0,Conrad Richter,Conrad,Richter,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1959.0,no genre,career,10000.0,,,,1.0
1546,430.0,Cormac McCarthy,Cormac,McCarthy,male,0,no mfa,winner,American Academy of Arts and Letters,Award of Merit Medal in the Novel,2015.0,prose,career,25000.0,,,,1.0
1547,430.0,Cormac McCarthy,Cormac,McCarthy,male,0,no mfa,winner,MacArthur Foundation,MacArthur Fellowship,1981.0,no genre,career,500000.0,,,,1.0
1548,430.0,Cormac McCarthy,Cormac,McCarthy,male,0,no mfa,winner,PEN America,Saul Bellow Award For Achievement In American Fiction,2009.0,prose,career,25000.0,,,,1.0
1549,434.0,Craig Lucas,Craig,Lucas,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,2000.0,no genre,career,10000.0,,,,1.0
1550,436.0,Craig Nova,Craig,Nova,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1984.0,no genre,career,10000.0,,,,1.0
1551,468.0,Daniel Fuchs,Daniel,Fuchs,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1962.0,no genre,career,10000.0,,,,1.0
1552,486.0,Danniel Schoonebeek,Danniel,Schoonebeek,male,0,no mfa,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2015.0,poetry,career,25800.0,,,,1.0
1553,495.0,Dave Eggers,Dave,Eggers,male,0,no mfa,winner,American Academy of Arts and Letters,Metcalf Awards,2001.0,no genre,career,10000.0,,,,1.0
1554,507.0,David Cook,David,Cook,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,1977.0,no genre,career,10000.0,,,,1.0
1555,519.0,David Ignatow,David,Ignatow,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1964.0,no genre,career,10000.0,,,,1.0
1556,519.0,David Ignatow,David,Ignatow,male,0,no mfa,winner,Yale University,Bollingen Prize for Poetry,1977.0,poetry,career,10000.0,,,,1.0
1557,520.0,David Jones,David,Jones,male,0,no mfa,winner,Yale University,Bollingen Prize for Poetry,1960.0,poetry,career,10000.0,,,,1.0
1558,527.0,David Lindsay-Abaire,David,Lindsay-Abaire,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,2012.0,no genre,career,10000.0,,,,1.0
1559,529.0,David Malouf,David,Malouf,male,0,no mfa,winner,Lannan Foundation,Lannan Award,2000.0,prose,career,150000.0,,,,1.0
1560,530.0,David Mamet,David,Mamet,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1986.0,no genre,career,10000.0,,,,1.0
1561,539.0,David Plante,David,Plante,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1983.0,no genre,career,10000.0,,,,1.0
1562,567.0,Delmore Schwartz,Delmore,Schwartz,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1953.0,no genre,career,10000.0,,,,1.0
1563,567.0,Delmore Schwartz,Delmore,Schwartz,male,0,no mfa,winner,Yale University,Bollingen Prize for Poetry,1959.0,poetry,career,10000.0,,,,1.0
1564,574.0,Derek Walcott,Derek,Walcott,male,0,no mfa,winner,MacArthur Foundation,MacArthur Fellowship,1981.0,no genre,career,500000.0,,,,1.0
1565,581.0,Dionisio Martínez,Dionisio,Martínez,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1993.0,no genre,career,50000.0,,,,1.0
1566,585.0,Don DeLillo,Don,DeLillo,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1984.0,no genre,career,10000.0,,,,1.0
1567,585.0,Don DeLillo,Don,DeLillo,male,0,no mfa,winner,PEN America,Saul Bellow Award For Achievement In American Fiction,2010.0,prose,career,25000.0,,,,1.0
1568,589.0,Donald Barthelme,Donald,Barthelme,male,0,no mfa,winner,American Academy of Arts and Letters,Morton Dauwen Zabel Award,1972.0,prose,career,10000.0,,,,1.0
1569,594.0,Donald Margulies,Donald,Margulies,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,2005.0,no genre,career,10000.0,,,,1.0
1570,617.0,E. L. Doctorow,E. L.,Doctorow,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1976.0,no genre,career,10000.0,,,,1.0
1571,617.0,E. L. Doctorow,E. L.,Doctorow,male,0,no mfa,winner,Tulsa Library Trust,Helmerich Distinguished Author Award,1998.0,prose,career,40000.0,,,,1.0
1572,617.0,E. L. Doctorow,E. L.,Doctorow,male,0,no mfa,winner,PEN America,Saul Bellow Award For Achievement In American Fiction,2012.0,prose,career,25000.0,,,,1.0
1573,621.0,Ed Roberson,Ed,Roberson,male,1,no mfa,winner,Poets & Writers,Jackson Poetry Prize,2020.0,poetry,career,75000.0,,,,1.0
1574,623.0,Edgar Lee Masters,Edgar Lee,Masters,male,0,no mfa,winner,Academy of American Poets,Academy of American Poets Fellowship,1946.0,poetry,career,25000.0,,,,1.0
1575,623.0,Edgar Lee Masters,Edgar Lee,Masters,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1942.0,no genre,career,10000.0,,,,1.0
1576,631.0,Edmund White,Edmund,White,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1983.0,no genre,career,10000.0,,,,1.0
1577,631.0,Edmund White,Edmund,White,male,0,no mfa,winner,PEN America,Saul Bellow Award For Achievement In American Fiction,2018.0,prose,career,25000.0,,,,1.0
1578,646.0,Edwin Markham,Edwin,Markham,male,0,no mfa,winner,Academy of American Poets,Academy of American Poets Fellowship,1936.0,poetry,career,25000.0,,,,1.0
1579,647.0,Edwin O'Connor,Edwin,O'Connor,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1962.0,no genre,career,10000.0,,,,1.0
1580,653.0,Elbert Weinberg,Elbert,Weinberg,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1968.0,no genre,career,10000.0,,,,1.0
1581,703.0,Eric Hoffer,Eric,Hoffer,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1964.0,no genre,career,10000.0,,,,1.0
1582,712.0,Ernest Hemingway,Ernest,Hemingway,male,0,no mfa,winner,American Academy of Arts and Letters,Award of Merit Medal in the Novel,1954.0,prose,career,25000.0,,,,1.0
1583,719.0,Ethelbert Miller,Ethelbert,Miller,male,0,no mfa,winner,Folger Shakespeare Library,O. B. Hardison Poetry Prize,1995.0,poetry,career,10000.0,,,,1.0
1584,732.0,F. T. Prince,F. T.,Prince,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,1982.0,no genre,career,10000.0,,,,1.0
1585,736.0,Feike Feikema,Feike,Feikema,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1945.0,no genre,career,10000.0,,,,1.0
1586,752.0,Frank Chin,Frank,Chin,male,0,no mfa,winner,Lannan Foundation,Lannan Award,1992.0,prose,career,150000.0,,,,1.0
1587,756.0,Frank O'Connor,Frank,O'Connor,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1962.0,no genre,career,10000.0,,,,1.0
1588,760.0,Frank Stewart,Frank,Stewart,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1986.0,no genre,career,50000.0,,,,1.0
1589,761.0,Frank Tuohy,Frank,Tuohy,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,1972.0,no genre,career,10000.0,,,,1.0
1590,764.0,Franz Wright,Franz,Wright,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1991.0,no genre,career,50000.0,,,,1.0
1591,765.0,Fred Chappell,Fred,Chappell,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1968.0,no genre,career,10000.0,,,,1.0
1592,765.0,Fred Chappell,Fred,Chappell,male,0,no mfa,winner,Yale University,Bollingen Prize for Poetry,1985.0,poetry,career,10000.0,,,,1.0
1593,786.0,Gary Snyder,Gary,Snyder,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1966.0,no genre,career,10000.0,,,,1.0
1594,786.0,Gary Snyder,Gary,Snyder,male,0,no mfa,winner,Yale University,Bollingen Prize for Poetry,1997.0,poetry,career,10000.0,,,,1.0
1595,786.0,Gary Snyder,Gary,Snyder,male,0,no mfa,winner,Poetry Foundation,Ruth Lilly Poetry Prize,2008.0,poetry,career,100000.0,,,,1.0
1596,786.0,Gary Snyder,Gary,Snyder,male,0,no mfa,winner,Academy of American Poets,Wallace Stevens Award,2012.0,poetry,career,100000.0,,,,1.0
1597,794.0,Geoff Dyer,Geoff,Dyer,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,2006.0,no genre,career,10000.0,,,,1.0
1598,794.0,Geoff Dyer,Geoff,Dyer,male,0,no mfa,winner,Lannan Foundation,Lannan Fellowship,2003.0,prose,career,50000.0,,,,1.0
1599,806.0,George Oppen,George,Oppen,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1980.0,no genre,career,10000.0,,,,1.0
1600,808.0,George Starbuck,George,Starbuck,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1983.0,no genre,career,10000.0,,,,1.0
1601,816.0,Gilbert Sorrentino,Gilbert,Sorrentino,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1985.0,no genre,career,10000.0,,,,1.0
1602,816.0,Gilbert Sorrentino,Gilbert,Sorrentino,male,0,no mfa,winner,Lannan Foundation,Lannan Award,2005.0,no genre,career,200000.0,,,,1.0
1603,816.0,Gilbert Sorrentino,Gilbert,Sorrentino,male,0,no mfa,winner,Lannan Foundation,Lannan Award,1992.0,prose,career,150000.0,,,,1.0
1604,821.0,Glenn Greenwald,Glenn,Greenwald,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,2015.0,no genre,career,10000.0,,,,1.0
1605,833.0,Greg Tate,Greg,Tate,male,0,no mfa,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2010.0,no genre,career,50000.0,,,,1.0
1606,847.0,Hanif Abdurraqib,Hanif,Abdurraqib,male,0,no mfa,winner,Lannan Foundation,Lannan Fellowship,2020.0,poetry,career,50000.0,,,,1.0
1607,847.0,Hanif Abdurraqib,Hanif,Abdurraqib,male,0,no mfa,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2020.0,no genre,career,50000.0,,,,1.0
1608,868.0,Harvey Swados,Harvey,Swados,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1965.0,no genre,career,10000.0,,,,1.0
1609,879.0,Helon Habila,Helon,Habila,male,0,no mfa,winner,Yale University,Windham Campbell Prize,2015.0,prose,career,165000.0,,,,1.0
1610,882.0,Henry Roth,Henry,Roth,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1965.0,no genre,career,10000.0,,,,1.0
1611,889.0,Herbert Morris,Herbert,Morris,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1989.0,no genre,career,10000.0,,,,1.0
1612,889.0,Herbert Morris,Herbert,Morris,male,0,no mfa,winner,Lannan Foundation,Lannan Award,2000.0,poetry,career,150000.0,,,,1.0
1613,889.0,Herbert Morris,Herbert,Morris,male,0,no mfa,winner,Lannan Foundation,Lannan Award,1991.0,poetry,career,150000.0,,,,1.0
1614,893.0,Hermann Broch,Hermann,Broch,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1942.0,no genre,career,10000.0,,,,1.0
1615,901.0,Horace Gregory,Horace,Gregory,male,0,no mfa,winner,Academy of American Poets,Academy of American Poets Fellowship,1961.0,poetry,career,25000.0,,,,1.0
1616,901.0,Horace Gregory,Horace,Gregory,male,0,no mfa,winner,Yale University,Bollingen Prize for Poetry,1965.0,poetry,career,10000.0,,,,1.0
1617,903.0,Horton Foote,Horton,Foote,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1995.0,no genre,career,10000.0,,,,1.0
1618,905.0,Howard Moss,Howard,Moss,male,0,no mfa,winner,Academy of American Poets,Academy of American Poets Fellowship,1986.0,poetry,career,25000.0,,,,1.0
1619,905.0,Howard Moss,Howard,Moss,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1968.0,no genre,career,10000.0,,,,1.0
1620,913.0,Humphrey Carpenter,Humphrey,Carpenter,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,1984.0,no genre,career,10000.0,,,,1.0
1621,914.0,Hyam Plutzik,Hyam,Plutzik,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1950.0,no genre,career,10000.0,,,,1.0
1622,919.0,Ilya Kaminsky,Ilya,Kaminsky,male,1,no mfa,winner,Academy of American Poets,Academy of American Poets Fellowship,2019.0,poetry,career,25000.0,,,,1.0
1623,926.0,Irving Howe,Irving,Howe,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1960.0,no genre,career,10000.0,,,,1.0
1624,928.0,Irwin Shaw,Irwin,Shaw,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1946.0,no genre,career,10000.0,,,,1.0
1625,935.0,Issac Bashevis Singer,Issac Bashevis,Singer,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1959.0,no genre,career,10000.0,,,,1.0
1626,937.0,Ivan Vladislavic,Ivan,Vladislavic,male,0,no mfa,winner,Yale University,Windham Campbell Prize,2015.0,prose,career,165000.0,,,,1.0
1627,938.0,J. Anton Shammas,J. Anton,Shammas,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1991.0,no genre,career,50000.0,,,,1.0
1628,944.0,J. P. Donleavy,J. P.,Donleavy,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1975.0,no genre,career,10000.0,,,,1.0
1629,949.0,Jack Turner,Jack,Turner,male,0,no mfa,winner,Whiting Foundation,Whiting Award,2007.0,no genre,career,50000.0,,,,1.0
1630,950.0,Jackson Maclow,Jackson,Maclow,male,0,no mfa,winner,Academy of American Poets,Wallace Stevens Award,1999.0,poetry,career,100000.0,,,,1.0
1631,951.0,Jacob Saenz,Jacob,Saenz,male,0,no mfa,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2012.0,poetry,career,25800.0,,,,1.0
1632,964.0,James Baldwin,James,Baldwin,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1956.0,no genre,career,10000.0,,,,1.0
1633,966.0,James Dickey,James,Dickey,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1966.0,no genre,career,10000.0,,,,1.0
1634,966.0,James Dickey,James,Dickey,male,0,no mfa,winner,Library of Congress,Poet Laureate,1968.0,poetry,career,35000.0,,,,1.0
1635,966.0,James Dickey,James,Dickey,male,0,no mfa,winner,Library of Congress,Poet Laureate,1967.0,poetry,career,35000.0,,,,1.0
1636,966.0,James Dickey,James,Dickey,male,0,no mfa,winner,Library of Congress,Poet Laureate,1966.0,poetry,career,35000.0,,,,1.0
1637,999.0,James F. Powers,James F.,Powers,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1948.0,no genre,career,10000.0,,,,1.0
1638,982.0,James Merrill,James,Merrill,male,0,no mfa,winner,Yale University,Bollingen Prize for Poetry,1973.0,poetry,career,10000.0,,,,1.0
1639,982.0,James Merrill,James,Merrill,male,0,no mfa,winner,Library of Congress,Rebekah Johnson Bobbitt National Prize For Poetry,1990.0,poetry,career,10000.0,,,,1.0
1640,987.0,James Salter,James,Salter,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1981.0,no genre,career,10000.0,,,,1.0
1641,987.0,James Salter,James,Salter,male,0,no mfa,winner,Yale University,Windham Campbell Prize,2013.0,prose,career,165000.0,,,,1.0
1642,989.0,James Schuyler,James,Schuyler,male,0,no mfa,winner,Academy of American Poets,Academy of American Poets Fellowship,1983.0,poetry,career,25000.0,,,,1.0
1643,989.0,James Schuyler,James,Schuyler,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1977.0,no genre,career,10000.0,,,,1.0
1644,989.0,James Schuyler,James,Schuyler,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1985.0,no genre,career,50000.0,,,,1.0
1645,992.0,James Stern,James,Stern,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1949.0,no genre,career,10000.0,,,,1.0
1646,997.0,James Wood,James,Wood,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,2001.0,no genre,career,10000.0,,,,1.0
1647,1067.0,Jez Butterworth,Jez,Butterworth,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,2007.0,no genre,career,10000.0,,,,1.0
1648,1073.0,Jim Crace,Jim,Crace,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,1996.0,no genre,career,10000.0,,,,1.0
1649,1073.0,Jim Crace,Jim,Crace,male,0,no mfa,winner,Yale University,Windham Campbell Prize,2014.0,prose,career,165000.0,,,,1.0
1650,1074.0,Jim Grimsley,Jim,Grimsley,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,2005.0,no genre,career,10000.0,,,,1.0
1651,1094.0,Joe Sacco,Joe,Sacco,male,0,no mfa,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2006.0,no genre,career,50000.0,,,,1.0
1652,1174.0,John A. Williams,John A. Williams,Williams,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1962.0,no genre,career,10000.0,,,,1.0
1653,1101.0,John Ash,John,Ash,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1985.0,no genre,career,50000.0,,,,1.0
1654,1107.0,John Berger,John,Berger,male,0,no mfa,winner,Lannan Foundation,Lannan Award,2002.0,no genre,career,200000.0,,,,1.0
1655,1107.0,John Berger,John,Berger,male,0,no mfa,winner,Lannan Foundation,Lannan Award,1989.0,prose,career,150000.0,,,,1.0
1656,1116.0,John Cheever,John,Cheever,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1956.0,no genre,career,10000.0,,,,1.0
1657,1119.0,John Crowley,John,Crowley,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1992.0,no genre,career,10000.0,,,,1.0
1658,1132.0,John Haines,John,Haines,male,0,no mfa,winner,Academy of American Poets,Academy of American Poets Fellowship,1997.0,poetry,career,25000.0,,,,1.0
1659,1132.0,John Haines,John,Haines,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1995.0,no genre,career,10000.0,,,,1.0
1660,1132.0,John Haines,John,Haines,male,0,no mfa,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2007.0,no genre,career,50000.0,,,,1.0
1661,1143.0,John Jeremiah Sullivan,John Jeremiah,Sullivan,male,0,no mfa,winner,Whiting Foundation,Whiting Award,2004.0,no genre,career,50000.0,,,,1.0
1662,1149.0,John Lanchester,John,Lanchester,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,2008.0,no genre,career,10000.0,,,,1.0
1663,1155.0,John McCormick,John,McCormick,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1988.0,no genre,career,10000.0,,,,1.0
1664,1156.0,John McGahern,John,McGahern,male,0,no mfa,winner,Lannan Foundation,Lannan Award,2003.0,prose,career,150000.0,,,,1.0
1665,1159.0,John Morris,John,Morris,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1979.0,no genre,career,10000.0,,,,1.0
1666,1172.0,John Wray,John,Wray,male,0,no mfa,winner,Whiting Foundation,Whiting Award,2001.0,no genre,career,50000.0,,,,1.0
1667,1175.0,Johnclellon Holmes,Johnclellon,Holmes,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1988.0,no genre,career,10000.0,,,,1.0
1668,1176.0,Johnle Carre,Johnle,Carre,male,0,no mfa,winner,Tulsa Library Trust,Helmerich Distinguished Author Award,1990.0,prose,career,40000.0,,,,1.0
1669,1178.0,Johnpatrick Shanley,Johnpatrick,Shanley,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,2006.0,no genre,career,10000.0,,,,1.0
1670,1180.0,Jon Krakauer,Jon,Krakauer,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1999.0,no genre,career,10000.0,,,,1.0
1671,1181.0,Jon McGregor,Jon,McGregor,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,2018.0,no genre,career,10000.0,,,,1.0
1672,1182.0,Jon Stallworthy,Jon,Stallworthy,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,1976.0,no genre,career,10000.0,,,,1.0
1673,1185.0,Jonathan Franzen,Jonathan,Franzen,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1988.0,no genre,career,50000.0,,,,1.0
1674,1188.0,Jonathan Lethem,Jonathan,Lethem,male,0,no mfa,winner,MacArthur Foundation,MacArthur Fellowship,2005.0,no genre,career,500000.0,,,,1.0
1675,1196.0,Jonrobin Baitz,Jonrobin,Baitz,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1994.0,no genre,career,10000.0,,,,1.0
1676,1204.0,Joseph Brodsky,Joseph,Brodsky,male,0,no mfa,winner,MacArthur Foundation,MacArthur Fellowship,1981.0,no genre,career,500000.0,,,,1.0
1677,1204.0,Joseph Brodsky,Joseph,Brodsky,male,0,no mfa,winner,Library of Congress,Poet Laureate,1992.0,poetry,career,35000.0,,,,1.0
1678,1204.0,Joseph Brodsky,Joseph,Brodsky,male,0,no mfa,winner,Library of Congress,Poet Laureate,1991.0,poetry,career,35000.0,,,,1.0
1679,1215.0,Joseph Mitchell,Joseph,Mitchell,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1965.0,no genre,career,10000.0,,,,1.0
1680,1243.0,Julian Barnes,Julian,Barnes,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,1986.0,no genre,career,10000.0,,,,1.0
1681,1250.0,Justin Phillip Reed,Justin Phillip,Reed,male,0,no mfa,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2019.0,poetry,career,25800.0,,,,1.0
1682,1263.0,Karl Shapiro,Karl,Shapiro,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1944.0,no genre,career,10000.0,,,,1.0
1683,1263.0,Karl Shapiro,Karl,Shapiro,male,0,no mfa,winner,Yale University,Bollingen Prize for Poetry,1969.0,poetry,career,10000.0,,,,1.0
1684,1263.0,Karl Shapiro,Karl,Shapiro,male,0,no mfa,winner,Library of Congress,Poet Laureate,1947.0,poetry,career,35000.0,,,,1.0
1685,1263.0,Karl Shapiro,Karl,Shapiro,male,0,no mfa,winner,Library of Congress,Poet Laureate,1946.0,poetry,career,35000.0,,,,1.0
1686,1305.0,Ken Smith,Ken,Smith,male,0,no mfa,winner,Lannan Foundation,Lannan Award,1997.0,poetry,career,150000.0,,,,1.0
1687,1307.0,Kenneth Burke,Kenneth,Burke,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1946.0,no genre,career,10000.0,,,,1.0
1688,1308.0,Kenneth Fearing,Kenneth,Fearing,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1945.0,no genre,career,10000.0,,,,1.0
1689,1310.0,Kenneth Rexroth,Kenneth,Rexroth,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1964.0,no genre,career,10000.0,,,,1.0
1690,1315.0,Kevin Kling,Kevin,Kling,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1993.0,no genre,career,50000.0,,,,1.0
1691,1342.0,Lanford Wilson,Lanford,Wilson,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1974.0,no genre,career,10000.0,,,,1.0
1692,1344.0,Langston Hughes,Langston,Hughes,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1946.0,no genre,career,10000.0,,,,1.0
1693,1348.0,Larry Woiwode,Larry,Woiwode,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1980.0,no genre,career,10000.0,,,,1.0
1694,1348.0,Larry Woiwode,Larry,Woiwode,male,0,no mfa,winner,American Academy of Arts and Letters,Award of Merit Medal in the Short Story,1995.0,prose,career,25000.0,,,,1.0
1695,1348.0,Larry Woiwode,Larry,Woiwode,male,0,no mfa,winner,Lannan Foundation,Lannan Fellowship,2002.0,prose,career,50000.0,,,,1.0
1696,1363.0,Lawrence Naumoff,Lawrence,Naumoff,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1990.0,no genre,career,50000.0,,,,1.0
1697,1374.0,Leon Edel,Leon,Edel,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1959.0,no genre,career,10000.0,,,,1.0
1698,1381.0,Lerone Bennettjr,Lerone,Bennettjr,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1978.0,no genre,career,10000.0,,,,1.0
1699,1397.0,Lin-Manuel Miranda,Lin-Manuel,Miranda,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,2015.0,no genre,career,10000.0,,,,1.0
1700,1407.0,Lionel Abel,Lionel,Abel,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1964.0,no genre,career,10000.0,,,,1.0
1701,1425.0,Louis Edwards,Louis,Edwards,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1994.0,no genre,career,50000.0,,,,1.0
