,person_id,full_name,gender,graduate_degree,mfa_degree,award,prize_amount
478,641.0,Edward Snow,male,1,no mfa,1.0,10000.0
479,642.0,Edwidge Danticat,female,1,Brown University,5.0,670000.0
480,643.0,Edwin Arlington Robinson,male,0,no mfa,3.0,45000.0
481,644.0,Edwin Honig,male,1,no mfa,1.0,10000.0
482,646.0,Edwin Markham,male,0,no mfa,1.0,25000.0
483,647.0,Edwin O'Connor,male,0,no mfa,2.0,25000.0
484,648.0,Ehud Havazelet,male,1,University of Iowa,1.0,50000.0
485,649.0,Eileen Myles,female,0,no mfa,1.0,10000.0
486,651.0,Elaine Scarry,female,1,no mfa,1.0,10000.0
487,652.0,Elana Greenfield,female,1,Brown University,1.0,50000.0
488,653.0,Elbert Weinberg,male,0,no mfa,1.0,10000.0
489,655.0,Eleanor Clark,female,0,no mfa,1.0,10000.0
490,656.0,Eleanor Lerman,female,0,no mfa,1.0,25000.0
491,657.0,Eleanor Perenyi,female,0,no mfa,1.0,20000.0
492,658.0,Eleanor Ross Taylor,female,1,no mfa,2.0,110000.0
493,659.0,Eleanor Wilner,female,1,no mfa,1.0,500000.0
494,661.0,Elena Passarello,female,1,University of Iowa,1.0,50000.0
495,662.0,Elif Batuman,female,1,no mfa,1.0,50000.0
496,665.0,Elizabeth Alexander,female,1,no mfa,1.0,75000.0
497,666.0,Elizabeth Arnold,female,1,no mfa,1.0,50000.0
498,668.0,Elizabeth Bishop,female,0,no mfa,6.0,130000.0
499,671.0,Elizabeth Graver,female,1,Washington University,1.0,15000.0
500,672.0,Elizabeth Hardwick,female,0,no mfa,1.0,10000.0
501,674.0,Elizabeth McCracken,female,1,University of Iowa,1.0,20000.0
502,676.0,Elizabeth Parsons,female,0,no mfa,1.0,10000.0
503,677.0,Elizabeth Sewell,female,1,no mfa,1.0,10000.0
504,678.0,Elizabeth Spencer,female,1,no mfa,3.0,45000.0
505,679.0,Elizabeth Spires,female,1,no mfa,1.0,50000.0
506,680.0,Elizabeth Strout,female,1,no mfa,1.0,15000.0
507,683.0,Ellen Akins,female,0,no mfa,2.0,60000.0
508,685.0,Ellen Bryant Voigt,female,1,University of Iowa,5.0,690000.0
509,686.0,Ellen Douglas,female,0,no mfa,1.0,10000.0
510,687.0,Ellen Gilchrist,female,0,no mfa,1.0,10000.0
511,688.0,Ellen Glasgow,female,0,no mfa,1.0,15000.0
512,689.0,Ellen Hunnicutt,female,1,no mfa,1.0,15000.0
513,690.0,Ellen Meloy,female,1,no mfa,1.0,50000.0
514,693.0,Emily Carter,female,0,no mfa,1.0,50000.0
515,694.0,Emily Fragos,female,1,Columbia University,1.0,10000.0
516,695.0,Emily Hiestand,female,0,no mfa,1.0,50000.0
517,696.0,Emily Jungmin Yoon,female,0,no mfa,1.0,25800.0
518,697.0,Emily Moore,female,1,no mfa,1.0,25800.0
519,698.0,Emily Rosko,female,1,Cornell University,1.0,25800.0
520,701.0,Eric Bentley,male,1,no mfa,1.0,10000.0
521,702.0,Eric Ekstrand,male,1,University of Houston,1.0,25800.0
522,703.0,Eric Hoffer,male,0,no mfa,1.0,10000.0
523,705.0,Eric McHenry,male,1,no mfa,1.0,10000.0
524,706.0,Eric Puchner,male,1,University of Arizona,1.0,10000.0
525,708.0,Erik Ehn,male,1,Yale University,1.0,50000.0
526,709.0,Erika Sanchez,female,1,University of New Mexico,1.0,25800.0
527,710.0,Erin Brooks,female,1,no mfa,1.0,15000.0
528,711.0,Erna Brodber,female,0,no mfa,1.0,165000.0
529,712.0,Ernest Hemingway,male,0,no mfa,2.0,40000.0
530,713.0,Ernest J. Gaines,male,1,no mfa,1.0,10000.0
531,714.0,Ernest Poole,male,0,no mfa,1.0,15000.0
532,718.0,Esme Weijun Wang,female,1,University of Michigan,1.0,50000.0
533,719.0,Ethelbert Miller,male,0,no mfa,1.0,10000.0
534,720.0,Eudora Welty,female,1,no mfa,4.0,75000.0
535,723.0,Eugened Genovese,male,1,no mfa,1.0,10000.0
536,725.0,Eva Hoffman,female,1,no mfa,1.0,50000.0
537,726.0,Evan Connell,male,1,no mfa,2.0,210000.0
538,727.0,Evan Smith,male,1,Yale University,1.0,50000.0
539,728.0,Evie Shockley,female,1,no mfa,1.0,150000.0
540,729.0,Ezra Pound,male,1,no mfa,2.0,35000.0
541,730.0,F. D. Reeve,male,1,no mfa,1.0,10000.0
542,732.0,F. T. Prince,male,0,no mfa,1.0,10000.0
543,733.0,Fanny Howe,female,0,no mfa,3.0,135000.0
544,734.0,Farnoosh Fathi,female,1,no mfa,1.0,25800.0
545,735.0,Fatimah Asghar,female,0,no mfa,1.0,25800.0
546,736.0,Feike Feikema,male,0,no mfa,1.0,10000.0
547,740.0,Flannery O'Connor,female,1,University of Iowa,2.0,20000.0
548,741.0,Forrest Gander,male,1,no mfa,3.0,115000.0
549,742.0,Frances Fitzgerald,female,0,no mfa,1.0,10000.0
550,747.0,Francis Fergusson,female,1,no mfa,1.0,10000.0
551,748.0,Francis Steegmuller,male,0,no mfa,1.0,10000.0
552,749.0,Francisco Cantú,male,1,University of Arizona,1.0,50000.0
553,751.0,Frank Bidart,male,1,no mfa,8.0,315000.0
554,752.0,Frank Chin,male,0,no mfa,1.0,150000.0
555,756.0,Frank O'Connor,male,0,no mfa,1.0,10000.0
556,757.0,Frank O'Hara,male,1,no mfa,1.0,10000.0
557,758.0,Frank Rooney,male,0,no mfa,1.0,10000.0
558,760.0,Frank Stewart,male,0,no mfa,1.0,50000.0
559,761.0,Frank Tuohy,male,0,no mfa,1.0,10000.0
560,762.0,Frank Walker,male,1,Spalding University,1.0,50000.0
561,763.0,Franny Choi,female,1,University of Michigan,1.0,25800.0
562,764.0,Franz Wright,male,0,no mfa,2.0,65000.0
563,765.0,Fred Chappell,male,0,no mfa,2.0,20000.0
564,766.0,Fred Moten,male,1,no mfa,2.0,675000.0
565,768.0,Frederic Tuten,male,1,no mfa,1.0,10000.0
566,769.0,Frederick Buechner,male,0,no mfa,2.0,20000.0
567,770.0,Frederick Busch,male,1,no mfa,2.0,35000.0
568,771.0,Frederick Crews,male,1,no mfa,1.0,15000.0
569,772.0,Frederick Exley,male,0,no mfa,1.0,10000.0
570,774.0,Frederick Seidel,male,0,no mfa,1.0,10000.0
571,775.0,Freeman House,male,0,no mfa,1.0,20000.0
572,776.0,Gabriel Brownstein,male,1,Columbia University,1.0,10000.0
573,778.0,Gail Godwin,female,1,no mfa,1.0,10000.0
574,780.0,Galway Kinnell,male,1,no mfa,6.0,660000.0
575,786.0,Gary Snyder,male,0,no mfa,5.0,235000.0
576,788.0,Gayle Brandeis,female,1,Antioch College,1.0,25000.0
577,791.0,Genevieve Sly Crane,female,1,SUNY Stonybrook,1.0,50000.0
578,792.0,Genevieve Taggard,female,0,no mfa,1.0,10000.0
579,793.0,Genya Turovskaya,female,1,Bard College,1.0,50000.0
580,794.0,Geoff Dyer,male,0,no mfa,2.0,60000.0
581,795.0,Geoffrey Becker,male,0,no mfa,1.0,15000.0
582,797.0,Geoffrey O'Brien,male,0,no mfa,1.0,50000.0
583,798.0,Geoffrey Wolff,male,1,no mfa,1.0,10000.0
584,800.0,George Dillon,male,0,no mfa,1.0,15000.0
585,801.0,George Elliott,male,1,no mfa,1.0,10000.0
586,802.0,George Evans,male,1,no mfa,1.0,50000.0
587,803.0,George Garrett,male,1,no mfa,1.0,10000.0
588,804.0,George Green,male,0,no mfa,1.0,10000.0
589,806.0,George Oppen,male,0,no mfa,2.0,25000.0
590,807.0,George Saunders,male,1,no mfa,3.0,560000.0
591,808.0,George Starbuck,male,0,no mfa,2.0,35000.0
592,809.0,Gerald Early,male,1,no mfa,1.0,50000.0
593,810.0,Gerald Stern,male,1,no mfa,6.0,270000.0
594,812.0,Geraldine Brooks,female,1,no mfa,2.0,55000.0
595,813.0,Gilbert Hernandez,male,0,no mfa,1.0,50000.0
596,815.0,Gilbert Rogin,male,0,no mfa,1.0,10000.0
597,816.0,Gilbert Sorrentino,male,0,no mfa,3.0,360000.0
598,818.0,Gina Berriault,female,0,no mfa,1.0,15000.0
599,819.0,Gish Jen,female,1,University of Iowa,2.0,250000.0
600,820.0,Gjertrud Schnackenberg,female,0,no mfa,1.0,10000.0
601,821.0,Glenn Greenwald,male,0,no mfa,1.0,10000.0
602,822.0,Glenn Patterson,male,1,no mfa,1.0,50000.0
603,824.0,Gloria Naylor,female,1,no mfa,1.0,10000.0
604,826.0,Glyn Maxwell,male,1,no mfa,1.0,10000.0
605,827.0,Gordon Grice,male,1,University of Arkansas,1.0,50000.0
606,828.0,Gordon Haight,male,1,no mfa,1.0,10000.0
607,830.0,Grace Paley,female,0,no mfa,2.0,160000.0
608,833.0,Greg Tate,male,0,no mfa,1.0,50000.0
609,834.0,Greg Williamson,male,1,Johns Hopkins University,2.0,60000.0
610,835.0,Gregory Orr,male,1,no mfa,1.0,10000.0
611,836.0,Gregory Pardlo,male,1,New York University,1.0,15000.0
612,837.0,Gregory Rabassa,male,1,no mfa,1.0,10000.0
613,838.0,Gregory Sellers,male,1,University of Arizona,1.0,15000.0
614,840.0,Gretel Ehrlich,female,1,no mfa,2.0,70000.0
615,841.0,Guy Davenport,male,1,no mfa,2.0,20000.0
616,842.0,Gwendolyn Brooks,female,0,no mfa,5.0,120000.0
617,843.0,H. L. Davis,male,0,no mfa,1.0,15000.0
618,844.0,Ha Jin,male,1,no mfa,4.0,50000.0
619,847.0,Hanif Abdurraqib,male,0,no mfa,3.0,125000.0
620,848.0,Hannah Arendt,female,1,no mfa,1.0,10000.0
621,849.0,Hannah Dela Cruz Abrams,female,1,University of North Carolina,1.0,50000.0
622,850.0,Hannah Gamble,female,1,University of Houston,1.0,25800.0
623,852.0,Hannah Sanghee Park,female,1,University of Iowa,1.0,25800.0
624,853.0,Hannah Tinti,female,0,no mfa,1.0,15000.0
625,854.0,Hannahlillith Assadi,female,1,Columbia University,1.0,10000.0
626,855.0,Hanya Yanagihara,female,1,University of Michigan,3.0,120000.0
627,856.0,Harmony Holiday,female,1,Columbia University,1.0,25800.0
628,858.0,Harper Lee,female,0,no mfa,1.0,15000.0
629,859.0,Harriet Doerr,female,1,no mfa,2.0,30000.0
630,860.0,Harriet Ritvo,female,1,no mfa,1.0,50000.0
631,862.0,Harry Crews,male,1,no mfa,1.0,10000.0
632,864.0,Harry Levin,male,0,no mfa,1.0,10000.0
633,865.0,Harry Mathews,male,0,no mfa,1.0,10000.0
634,866.0,Harryette Mullen,female,1,no mfa,3.0,150000.0
635,868.0,Harvey Swados,male,0,no mfa,1.0,10000.0
636,869.0,Hayden Carruth,male,1,no mfa,6.0,355000.0
637,870.0,Heather McHugh,female,1,no mfa,3.0,560000.0
638,871.0,Heidi Durrow,female,1,no mfa,1.0,25000.0
639,873.0,Heidi Schreck,female,0,no mfa,1.0,20000.0
640,874.0,Heidy Steidlmayer,female,1,Warren Wilson College,1.0,10000.0
641,876.0,Helen Simpson,female,0,no mfa,1.0,10000.0
642,877.0,Helen Vendler,female,1,no mfa,1.0,10000.0
643,878.0,Helena Maria Viramontes,female,1,"Univeristy of California, Irvine",1.0,50000.0
644,879.0,Helon Habila,male,0,no mfa,1.0,165000.0
645,880.0,Henri Cole,male,1,Columbia University,6.0,285000.0
646,882.0,Henry Roth,male,0,no mfa,1.0,10000.0
647,884.0,Henry Taylor,male,1,no mfa,1.0,15000.0
648,885.0,Henryrussell Hitchcock,male,1,no mfa,1.0,10000.0
649,886.0,Henryvan Dyke,male,1,no mfa,1.0,10000.0
650,888.0,Herbert Gold,male,1,no mfa,1.0,10000.0
651,889.0,Herbert Morris,male,0,no mfa,3.0,310000.0
652,890.0,Herman Diaz,male,1,no mfa,1.0,50000.0
653,892.0,Herman Wouk,male,0,no mfa,1.0,15000.0
654,893.0,Hermann Broch,male,0,no mfa,1.0,10000.0
655,894.0,Hieu Minh Nguyen,male,1,Warren Wilson College,1.0,25800.0
656,895.0,Hilary Mantel,female,0,no mfa,1.0,40000.0
657,896.0,Hilary Masters,male,0,no mfa,1.0,10000.0
658,897.0,Hildad Doolittle,female,0,no mfa,1.0,25000.0
659,898.0,Hillary Jordan,female,1,Columbia University,1.0,25000.0
660,899.0,Hilma Wolitzer,female,0,no mfa,1.0,10000.0
661,900.0,Hisham Matar,female,0,no mfa,1.0,75000.0
662,901.0,Horace Gregory,male,0,no mfa,2.0,35000.0
663,902.0,Hortense Calisher,female,0,no mfa,1.0,10000.0
664,903.0,Horton Foote,male,0,no mfa,1.0,10000.0
665,904.0,Howard Bahr,male,1,no mfa,1.0,20000.0
666,905.0,Howard Moss,male,0,no mfa,4.0,70000.0
667,907.0,Howard Nemerov,male,1,no mfa,10.0,245000.0
668,908.0,Howard Norman,male,1,no mfa,2.0,200000.0
669,909.0,Howardfrank Mosher,male,1,no mfa,1.0,10000.0
670,910.0,Hugh Kenner,male,1,no mfa,1.0,10000.0
671,911.0,Hugh Raffles,male,1,no mfa,1.0,50000.0
672,912.0,Hugo Ignotus,male,0,no mfa,1.0,10000.0
673,913.0,Humphrey Carpenter,male,0,no mfa,1.0,10000.0
674,914.0,Hyam Plutzik,male,0,no mfa,1.0,10000.0
675,915.0,Ian Buruma,male,0,no mfa,1.0,15000.0
676,916.0,Ian Frazier,male,0,no mfa,1.0,50000.0
677,917.0,Ian McEwan,male,1,no mfa,1.0,40000.0
678,918.0,Ibrahim Muhawi,male,1,no mfa,1.0,10000.0
679,919.0,Ilya Kaminsky,male,1,no mfa,5.0,160800.0
680,920.0,Imbolo Mbue,female,1,no mfa,1.0,15000.0
681,925.0,Irving Feldman,male,1,no mfa,3.0,535000.0
682,926.0,Irving Howe,male,0,no mfa,1.0,10000.0
683,928.0,Irwin Shaw,male,0,no mfa,1.0,10000.0
684,929.0,Isabel Bolton,female,0,no mfa,1.0,10000.0
685,930.0,Isabella Borgeson,female,0,no mfa,1.0,25800.0
686,931.0,Isabella Hammad,female,1,New York University,1.0,50000.0
687,932.0,Ishion Hutchinson,male,1,New York University,3.0,225000.0
688,933.0,Ishmael Reed,male,0,no mfa,1.0,10000.0
689,934.0,Israel Horovitz,male,0,no mfa,1.0,10000.0
690,935.0,Issac Bashevis Singer,male,0,no mfa,2.0,20000.0
691,936.0,Ivan Gold,male,0,no mfa,1.0,10000.0
692,937.0,Ivan Vladislavic,male,0,no mfa,1.0,165000.0
693,938.0,J. Anton Shammas,male,0,no mfa,1.0,50000.0
694,939.0,J. D. Daniels,male,1,Boston University,1.0,50000.0
695,940.0,J. D. Landis,male,0,no mfa,1.0,10000.0
696,941.0,J. D. McClatchy,male,1,no mfa,2.0,35000.0
697,943.0,J. F. Powers,male,0,no mfa,1.0,10000.0
698,944.0,J. P. Donleavy,male,0,no mfa,1.0,10000.0
699,945.0,J. S. Marcus,male,1,no mfa,1.0,50000.0
700,946.0,J. V. Cunningham,male,1,no mfa,2.0,35000.0
701,947.0,Jack Gilbert,male,1,no mfa,1.0,150000.0
702,948.0,Jack Livings,male,1,University of Iowa,1.0,25000.0
703,949.0,Jack Turner,male,0,no mfa,1.0,50000.0
704,950.0,Jackson Maclow,male,0,no mfa,1.0,100000.0
705,951.0,Jacob Saenz,male,0,no mfa,1.0,25800.0
706,952.0,Jacob Shores-Arguello,male,0,no mfa,1.0,50000.0
707,953.0,Jacqueline Woodson,female,0,no mfa,1.0,625000.0
708,956.0,Jaimy Gordon,female,1,no mfa,2.0,20000.0
709,957.0,Jake Skeets,male,1,Institute of American Indian Arts,1.0,50000.0
710,958.0,Jamaal May,male,1,Warren Wilson College,2.0,70000.0
711,959.0,Jamaica Kincaid,female,0,no mfa,2.0,160000.0
712,960.0,James Agee,male,0,no mfa,2.0,25000.0
713,961.0,James Alan McPherson,male,1,University of Iowa,4.0,575000.0
714,964.0,James Baldwin,male,0,no mfa,1.0,10000.0
715,966.0,James Dickey,male,0,no mfa,5.0,125000.0
716,969.0,James Galvin,male,1,University of Iowa,1.0,50000.0
717,970.0,James Gould Cozzens,male,0,no mfa,1.0,15000.0
718,972.0,James Hannaham,male,0,no mfa,2.0,25000.0
719,974.0,James Ijames,male,1,Temple University,1.0,50000.0
720,976.0,James Jones,male,0,no mfa,1.0,10000.0
721,977.0,James Kimbrell,male,1,University of Virginia,2.0,65000.0
722,978.0,James Longenbach,male,1,no mfa,1.0,10000.0
723,979.0,James McBride,male,1,no mfa,1.0,10000.0
724,980.0,James McConkey,male,1,University of Iowa,1.0,10000.0
725,981.0,James McMichael,male,1,no mfa,3.0,95000.0
726,982.0,James Merrill,male,0,no mfa,5.0,55000.0
727,983.0,James Michener,male,1,no mfa,1.0,15000.0
728,984.0,James Purdy,male,1,no mfa,2.0,20000.0
729,985.0,James Richardson,male,1,no mfa,2.0,85000.0
730,986.0,James Robison,male,1,Brown University,2.0,60000.0
731,987.0,James Salter,male,0,no mfa,3.0,190000.0
732,988.0,James Schevill,male,0,no mfa,1.0,10000.0
733,989.0,James Schuyler,male,0,no mfa,4.0,100000.0
734,991.0,James Seay,male,1,no mfa,1.0,10000.0
735,992.0,James Stern,male,0,no mfa,1.0,10000.0
736,993.0,James Still,male,1,no mfa,1.0,10000.0
737,994.0,James Tate,male,1,University of Iowa,4.0,135000.0
738,995.0,James Thomas Stevens,male,1,Brown University,1.0,50000.0
739,996.0,James Wolcott,male,0,no mfa,1.0,15000.0
740,997.0,James Wood,male,0,no mfa,1.0,10000.0
741,998.0,James Wright,male,1,no mfa,3.0,50000.0
742,999.0,James F. Powers,male,0,no mfa,1.0,10000.0
743,1000.0,Jamila Woods,female,0,no mfa,1.0,25800.0
744,1002.0,Jane Cooper,female,1,University of Iowa,1.0,10000.0
745,1003.0,Jane Hamilton,female,0,no mfa,1.0,10000.0
746,1004.0,Jane Hirshfield,female,0,no mfa,1.0,25000.0
747,1005.0,Jane Huffman,female,1,University of Iowa,1.0,25800.0
748,1007.0,Jane McCafferty,female,0,no mfa,1.0,15000.0
749,1008.0,Jane Mead,female,1,University of Iowa,1.0,50000.0
750,1009.0,Jane Smiley,female,1,University of Iowa,2.0,25000.0
751,1010.0,Jane Springer,female,1,no mfa,1.0,50000.0
752,1011.0,Janet Kauffman,female,1,no mfa,1.0,10000.0
753,1013.0,Janet Peery,female,1,Wichita State University,2.0,60000.0
754,1014.0,Janice Galloway,female,0,no mfa,1.0,10000.0
755,1015.0,Janice Harrington,female,0,no mfa,1.0,10000.0
756,1017.0,Janna Levin,female,1,no mfa,1.0,25000.0
757,1018.0,Jaquira Diaz,female,1,University of San Francisco,1.0,50000.0
758,1020.0,Jason Sommer,male,1,no mfa,1.0,50000.0
759,1022.0,Javier Zamora,male,1,New York University,2.0,75800.0
760,1023.0,Jay Cantor,male,1,no mfa,1.0,500000.0
761,1024.0,Jay Hopler,male,1,University of Iowa,1.0,50000.0
762,1027.0,Jay Wright,male,1,no mfa,5.0,695000.0
763,1028.0,Jayne Anne Phillips,female,1,University of Iowa,1.0,10000.0
764,1029.0,Jean Garrigue,female,1,no mfa,1.0,10000.0
765,1030.0,Jean Guerrero,female,1,Goucher College,1.0,10000.0
766,1031.0,Jean Stafford,female,0,no mfa,2.0,25000.0
767,1033.0,Jean Valentine,female,1,no mfa,5.0,140000.0
768,1034.0,Jeff Chang,male,1,no mfa,1.0,50000.0
769,1035.0,Jeff Talarigo,male,0,no mfa,1.0,10000.0
770,1038.0,Jeffrey Eugenides,male,1,no mfa,3.0,85000.0
771,1040.0,Jeffrey Meyers,male,1,no mfa,1.0,10000.0
772,1041.0,Jeffrey Renard Allen,male,1,University of Illinois,1.0,50000.0
773,1042.0,Jeffrey Schultz,male,1,University of Oregon,1.0,25800.0
774,1043.0,Jeffrey Skinner,male,1,University of Oregon,1.0,10000.0
775,1045.0,Jen Beagin,female,1,"Univeristy of California, Irvine",1.0,50000.0
776,1046.0,Jennifer Clarvoe,female,1,no mfa,1.0,10000.0
777,1048.0,Jennifer Cornell,female,1,no mfa,1.0,15000.0
778,1049.0,Jennifer Egan,female,1,no mfa,2.0,35000.0
779,1050.0,Jennifer Haigh,female,1,University of Iowa,2.0,20000.0
780,1051.0,Jennifer Nansubugamakumbi,female,0,no mfa,1.0,165000.0
781,1052.0,Jenniferdu Dubois,female,1,University of Iowa,1.0,50000.0
782,1053.0,Jenny Johnson,female,1,no mfa,1.0,50000.0
783,1055.0,Jeremy Ingalls,female,1,no mfa,1.0,10000.0
784,1056.0,Jeremy O. Harris,male,1,Yale University,1.0,10000.0
785,1057.0,Jericho Brown,male,1,University of New Orleans,3.0,115000.0
786,1058.0,Jerome Charyn,male,0,no mfa,1.0,10000.0
787,1060.0,Jerzy Kosinski,male,1,no mfa,2.0,20000.0
788,1061.0,Jesmyn Ward,female,1,University of Michigan,4.0,745000.0
789,1062.0,Jess Row,male,1,University of Michigan,1.0,50000.0
790,1064.0,Jesse Stuart,male,1,no mfa,2.0,35000.0
791,1067.0,Jez Butterworth,male,0,no mfa,1.0,10000.0
792,1068.0,Jhumpa Lahiri,female,1,Boston University,3.0,35000.0
793,1069.0,Jia Tolentino,female,1,University of Michigan,1.0,50000.0
794,1072.0,Jill McDonough,female,1,Boston University,1.0,50000.0
795,1073.0,Jim Crace,male,0,no mfa,2.0,175000.0
796,1074.0,Jim Grimsley,male,0,no mfa,1.0,10000.0
797,1075.0,Jim Powell,male,1,no mfa,1.0,500000.0
798,1078.0,Jm Coetzee,male,1,no mfa,1.0,150000.0
799,1079.0,Joan Acocella,female,1,no mfa,2.0,30000.0
800,1080.0,Joan Chase,female,0,no mfa,2.0,60000.0
801,1081.0,Joan Didion,female,0,no mfa,1.0,10000.0
802,1082.0,Joan Kane,female,1,Columbia University,1.0,50000.0
803,1083.0,Joan Larkin,female,1,Brooklyn College,1.0,25000.0
804,1085.0,Joan Silber,female,1,no mfa,3.0,35000.0
805,1086.0,Joan Williams,female,0,no mfa,1.0,10000.0
806,1087.0,Joanie Mackowski,female,1,University of Washington,1.0,10000.0
807,1088.0,Joann Beard,female,1,no mfa,1.0,50000.0
808,1089.0,Joanna Klink,female,1,University of Iowa,1.0,10000.0
809,1090.0,Joanna Scott,female,1,no mfa,2.0,160000.0
810,1092.0,Jody Gladding,female,1,Cornell University,1.0,50000.0
811,1094.0,Joe Sacco,male,0,no mfa,1.0,50000.0
812,1095.0,Joeashby Porter,male,1,no mfa,1.0,10000.0
813,1096.0,Joel Brouwer,male,1,no mfa,1.0,50000.0
814,1099.0,Joel Harrington,male,1,no mfa,1.0,10000.0
815,1101.0,John Ash,male,0,no mfa,1.0,50000.0
816,1102.0,John Ashberry,male,1,no mfa,2.0,40000.0
817,1103.0,John Ashbery,male,1,no mfa,7.0,755000.0
818,1104.0,John Banville,male,0,no mfa,1.0,150000.0
819,1106.0,John Barth,male,1,no mfa,3.0,170000.0
820,1107.0,John Berger,male,0,no mfa,2.0,350000.0
821,1108.0,John Berryman,male,0,no mfa,5.0,70000.0
822,1111.0,John Blair,male,1,no mfa,1.0,15000.0
823,1112.0,John Brinckerhoff Jackson,male,0,no mfa,1.0,15000.0
824,1114.0,John Casey,male,1,University of Iowa,2.0,110000.0
825,1116.0,John Cheever,male,0,no mfa,4.0,45000.0
826,1118.0,John Crowe Ransom,male,1,no mfa,3.0,45000.0
827,1119.0,John Crowley,male,0,no mfa,1.0,10000.0
828,1122.0,John Edgar Wideman,male,1,University of Iowa,4.0,330000.0
829,1123.0,John Edwards Williams,male,1,no mfa,1.0,10000.0
830,1125.0,John Frederick Nimas,male,1,no mfa,3.0,45000.0
831,1127.0,John Gardner,male,1,no mfa,1.0,10000.0
832,1128.0,John Gould Fletcher,male,0,no mfa,1.0,15000.0
833,1129.0,John Gray,male,1,no mfa,1.0,150000.0
834,1130.0,John Grisham,male,1,no mfa,1.0,40000.0
835,1132.0,John Haines,male,0,no mfa,4.0,110000.0
836,1133.0,John Hall Wheelock,male,0,no mfa,1.0,10000.0
837,1134.0,John Hawkes,male,0,no mfa,2.0,160000.0
838,1136.0,John Hersey,male,1,no mfa,1.0,15000.0
839,1137.0,John Hollander,male,1,no mfa,3.0,520000.0
840,1138.0,John Holman,male,1,no mfa,1.0,50000.0
841,1140.0,John Hope Franklin,male,1,no mfa,1.0,40000.0
842,1142.0,John Irving,male,1,University of Iowa,1.0,10000.0
843,1143.0,John Jeremiah Sullivan,male,0,no mfa,1.0,50000.0
844,1144.0,John Keene,male,1,New York University,5.0,1010000.0
845,1145.0,John Kennedy Toole,male,1,no mfa,1.0,15000.0
846,1146.0,John Knowles,male,0,no mfa,1.0,10000.0
847,1147.0,John Koethe,male,1,no mfa,3.0,135000.0
848,1148.0,John Lahr,male,1,no mfa,1.0,20000.0
849,1149.0,John Lanchester,male,0,no mfa,1.0,10000.0
850,1151.0,John Logan,male,1,no mfa,2.0,35000.0
851,1153.0,John Malcolm Brinnin,male,1,no mfa,1.0,10000.0
852,1154.0,John Marquand,male,0,no mfa,1.0,15000.0
853,1155.0,John McCormick,male,0,no mfa,1.0,10000.0
854,1156.0,John McGahern,male,0,no mfa,1.0,150000.0
855,1157.0,John McManus,male,1,"University of Texas, Austin",2.0,60000.0
856,1158.0,John McPhee,male,1,no mfa,1.0,10000.0
857,1159.0,John Morris,male,0,no mfa,1.0,10000.0
858,1162.0,John O'Hara,male,0,no mfa,2.0,35000.0
859,1163.0,John Peck,male,1,no mfa,1.0,10000.0
860,1164.0,John Pipkin,male,1,no mfa,1.0,15000.0
861,1166.0,John Simon,male,1,no mfa,1.0,10000.0
862,1167.0,John Steinbeck,male,0,no mfa,1.0,15000.0
863,1168.0,John Updike,male,0,no mfa,7.0,115000.0
864,1171.0,John Williams,male,1,no mfa,1.0,10000.0
865,1172.0,John Wray,male,0,no mfa,1.0,50000.0
866,1173.0,John Yau,male,1,Brooklyn College,1.0,75000.0
867,1174.0,John A. Williams,male,0,no mfa,1.0,10000.0
868,1175.0,Johnclellon Holmes,male,0,no mfa,1.0,10000.0
869,1176.0,Johnle Carre,male,0,no mfa,1.0,40000.0
870,1178.0,Johnpatrick Shanley,male,0,no mfa,1.0,10000.0
871,1179.0,Jon Davis,male,1,University of Montana,1.0,150000.0
872,1180.0,Jon Krakauer,male,0,no mfa,1.0,10000.0
873,1181.0,Jon McGregor,male,0,no mfa,1.0,10000.0
874,1182.0,Jon Stallworthy,male,0,no mfa,1.0,10000.0
875,1183.0,Jonah Mixon-Webster,male,1,no mfa,1.0,165000.0
876,1185.0,Jonathan Franzen,male,0,no mfa,2.0,60000.0
877,1186.0,Jonathan Galassi,male,0,no mfa,1.0,10000.0
878,1188.0,Jonathan Lethem,male,0,no mfa,1.0,500000.0
879,1189.0,Jonathan Penner,male,1,University of Iowa,1.0,15000.0
880,1190.0,Jonathan Safran Foer,male,0,no mfa,1.0,25000.0
881,1191.0,Jonathan Schell,male,0,no mfa,1.0,10000.0
882,1192.0,Jonathan Strong,male,0,no mfa,1.0,10000.0
883,1194.0,Jonathan D. Spence,male,1,no mfa,1.0,20000.0
884,1195.0,Jonathanevan Maslow,male,1,no mfa,1.0,20000.0
885,1196.0,Jonrobin Baitz,male,0,no mfa,1.0,10000.0
886,1197.0,Jorge Guillen,male,1,no mfa,1.0,25000.0
887,1198.0,Jorie Graham,female,1,University of Iowa,7.0,695000.0
888,1199.0,Jos Charles,female,1,University of Arizona,1.0,25800.0
889,1200.0,Jose Olivarez,male,0,no mfa,1.0,25800.0
890,1201.0,José Rivera,male,0,no mfa,1.0,50000.0
891,1202.0,Josegarcia Villa,male,1,no mfa,1.0,10000.0
892,1203.0,Joseph Auslander,male,0,no mfa,5.0,175000.0
893,1204.0,Joseph Brodsky,male,0,no mfa,3.0,570000.0
894,1206.0,Joseph Campbell,male,1,no mfa,1.0,10000.0
895,1208.0,Joseph Frank,male,1,no mfa,1.0,10000.0
