,person_id,full_name,gender,graduate_degree,mfa_degree,award,prize_amount
896,1209.0,Joseph Harrison,male,1,no mfa,1.0,10000.0
897,1210.0,Joseph Heller,male,1,no mfa,1.0,10000.0
898,1212.0,Joseph Kerman,male,1,no mfa,1.0,10000.0
899,1214.0,Joseph McElroy,male,1,no mfa,1.0,10000.0
900,1215.0,Joseph Mitchell,male,0,no mfa,1.0,10000.0
901,1216.0,Joseph O'Neill,male,1,no mfa,1.0,15000.0
902,1218.0,Joseph Skibell,male,1,"University of Texas, Austin",1.0,10000.0
903,1219.0,Joseph Spece,male,1,Columbia University,1.0,25800.0
904,1220.0,Joseph Stroud,male,1,no mfa,2.0,210000.0
905,1221.0,Joseph Wittlin,male,0,no mfa,1.0,10000.0
906,1222.0,Josephine Herbst,female,0,no mfa,1.0,10000.0
907,1223.0,Josephine Humphreys,female,1,no mfa,2.0,20000.0
908,1224.0,Josephine Jacobsen,female,0,no mfa,6.0,165000.0
909,1225.0,Josephine Johnson,female,0,no mfa,2.0,25000.0
910,1226.0,Josephine Miles,female,1,no mfa,3.0,60000.0
911,1227.0,Joshua Ferris,male,1,"Univeristy of California, Irvine",2.0,20000.0
912,1228.0,Joshua Weiner,male,1,no mfa,1.0,50000.0
913,1229.0,Josip Novakovich,male,1,no mfa,1.0,50000.0
914,1231.0,Joy Harjo,female,1,University of Iowa,6.0,395000.0
915,1232.0,Joy Williams,female,1,University of Iowa,2.0,110000.0
916,1233.0,Joyce Carol Oates,female,1,no mfa,3.0,60000.0
917,1234.0,Juan Felipe Herrera,male,1,University of Iowa,3.0,105000.0
918,1236.0,Judith Thurman,female,0,no mfa,1.0,20000.0
919,1237.0,Judy Blunt,female,1,University of Montana,1.0,50000.0
920,1238.0,Judy Budnitz,female,1,New York University,1.0,50000.0
921,1239.0,Judy Troy,female,1,no mfa,1.0,50000.0
922,1240.0,Julia Glass,female,0,no mfa,1.0,10000.0
923,1241.0,Julia Peterkin,female,1,no mfa,1.0,15000.0
924,1242.0,Julia Randall,female,1,no mfa,1.0,10000.0
925,1243.0,Julian Barnes,male,0,no mfa,1.0,10000.0
926,1245.0,Juliana Spahr,female,1,no mfa,1.0,10000.0
927,1246.0,Julie Otsuka,female,1,Columbia University,2.0,25000.0
928,1247.0,Julie Sheehan,female,1,Columbia University,1.0,50000.0
929,1248.0,Junot Diaz,male,1,Cornell University,3.0,530000.0
930,1249.0,Justin Cronin,male,1,University of Iowa,2.0,60000.0
931,1250.0,Justin Phillip Reed,male,0,no mfa,2.0,35800.0
932,1251.0,Justin Torres,male,1,University of Iowa,1.0,50000.0
933,1252.0,Kaitlyn Greenidge,female,1,Hunter College,1.0,50000.0
934,1253.0,Karan Mahajan,male,1,"University of Texas, Austin",1.0,10000.0
935,1254.0,Karen Hesse,female,0,no mfa,1.0,500000.0
936,1255.0,Karen Joy Fowler,female,0,no mfa,1.0,15000.0
937,1256.0,Karen Russell,female,1,Columbia University,2.0,645000.0
938,1258.0,Karen Tei Yamashita,female,0,no mfa,1.0,50000.0
939,1262.0,Karl Marlantes,male,1,no mfa,1.0,15000.0
940,1263.0,Karl Shapiro,male,0,no mfa,5.0,105000.0
941,1265.0,Kate Atkinson,female,1,no mfa,1.0,10000.0
942,1266.0,Kate Christensen,female,1,University of Iowa,1.0,15000.0
943,1269.0,Kate Moses,female,0,no mfa,1.0,50000.0
944,1271.0,Kate Wheeler,female,1,no mfa,1.0,50000.0
945,1272.0,Kate Wisel,female,1,Columba College,1.0,15000.0
946,1273.0,Katha Pollitt,female,1,Columbia University,1.0,50000.0
947,1274.0,Katherine Anne Porter,female,0,no mfa,2.0,25000.0
948,1275.0,Katherine Boo,female,0,no mfa,1.0,10000.0
949,1277.0,Katherine Larson,female,1,University of Virginia,2.0,35800.0
950,1279.0,Katherine Seligman,female,1,no mfa,1.0,25000.0
951,1280.0,Katherine Vaz,female,0,no mfa,1.0,15000.0
952,1281.0,Kathleen Finneran,female,0,no mfa,1.0,50000.0
953,1282.0,Kathleen Graber,female,1,New York University,1.0,10000.0
954,1284.0,Kathleen Peirce,female,1,University of Iowa,1.0,50000.0
955,1285.0,Kathleen Rooney,female,1,Emerson College,1.0,25800.0
956,1286.0,Kathryn Davis,female,0,no mfa,2.0,160000.0
957,1289.0,Katie Ford,female,1,University of Iowa,1.0,50000.0
958,1291.0,Katie Peterson,female,1,no mfa,1.0,10000.0
959,1292.0,Kaveh Akbar,male,1,Butler University,1.0,25800.0
960,1293.0,Kay Boyle,female,0,no mfa,1.0,150000.0
961,1294.0,Kay Ryan,female,1,no mfa,6.0,720000.0
962,1295.0,Kayleb Rae Candrilli,nonbinary/they,1,University of Alabama,1.0,50000.0
963,1296.0,Kayredfield Jamison,female,1,no mfa,1.0,10000.0
964,1297.0,Kazuo Ishiguro,male,1,no mfa,1.0,40000.0
965,1299.0,Keith Reddin,male,1,no mfa,1.0,50000.0
966,1300.0,Keith Waldrop,male,1,no mfa,1.0,10000.0
967,1301.0,Keller Easterling,female,1,no mfa,1.0,50000.0
968,1302.0,Kelly Link,female,1,"University of North Carolina, Greensboro",1.0,625000.0
969,1303.0,Kelly Stuart,female,0,no mfa,1.0,50000.0
970,1305.0,Ken Smith,male,0,no mfa,1.0,150000.0
971,1306.0,Kennedy Fraser,female,0,no mfa,1.0,50000.0
972,1307.0,Kenneth Burke,male,0,no mfa,1.0,10000.0
973,1308.0,Kenneth Fearing,male,0,no mfa,1.0,10000.0
974,1309.0,Kenneth Koch,male,1,no mfa,4.0,55000.0
975,1310.0,Kenneth Rexroth,male,0,no mfa,1.0,10000.0
976,1311.0,Kent Haruf,male,1,University of Iowa,1.0,50000.0
977,1312.0,Kent Nelson,male,1,no mfa,1.0,15000.0
978,1313.0,Kerri Webster,female,1,Indiana University,1.0,50000.0
979,1314.0,Kevin Barry,male,0,no mfa,1.0,150000.0
980,1315.0,Kevin Kling,male,0,no mfa,1.0,50000.0
981,1316.0,Kevin Powers,male,1,"University of Texas, Austin",1.0,10000.0
982,1317.0,Kevin Young,male,1,Brown University,2.0,75000.0
983,1319.0,Khaled Mattawa,male,1,Indiana University,2.0,75000.0
984,1320.0,Khaty Xiong,female,1,University of Montana,1.0,25800.0
985,1321.0,Kia Corthron,female,1,Columbia University,1.0,15000.0
986,1323.0,Killarney Clary,female,0,no mfa,1.0,150000.0
987,1324.0,Kim Edwards,male,1,University of Iowa,1.0,50000.0
988,1327.0,Kirk Nesset,male,1,no mfa,1.0,15000.0
989,1328.0,Kirsten Bakis,female,0,no mfa,1.0,50000.0
990,1329.0,Kurt Vonnegut,male,0,no mfa,1.0,10000.0
991,1331.0,Kwame Dawes,male,1,no mfa,1.0,165000.0
992,1332.0,Kyle Dargan,male,1,Indiana University,1.0,25000.0
993,1334.0,L. B. Thompson,female,1,New York University,1.0,50000.0
994,1336.0,L. E. Sissman,male,0,no mfa,1.0,10000.0
995,1337.0,Laila Lalami,female,1,no mfa,1.0,50000.0
996,1339.0,Laleh Khadivi,female,1,Mills College,1.0,50000.0
997,1341.0,Lane Dunlop,male,1,no mfa,1.0,10000.0
998,1342.0,Lanford Wilson,male,0,no mfa,1.0,10000.0
999,1344.0,Langston Hughes,male,0,no mfa,1.0,10000.0
1000,1345.0,Larry Heinemann,male,0,no mfa,1.0,10000.0
1001,1346.0,Larry Kramer,male,0,no mfa,1.0,10000.0
1002,1347.0,Larry McMurtry,male,1,no mfa,2.0,55000.0
1003,1348.0,Larry Woiwode,male,0,no mfa,3.0,85000.0
1004,1349.0,LaTasha N. Nevada Diggs,female,1,California Institute of the Arts,1.0,50000.0
1005,1351.0,Laura Hendrie,female,0,no mfa,1.0,10000.0
1006,1352.0,Laura Kasischke,female,1,University of Michigan,1.0,50000.0
1007,1355.0,Laura Riding Jackson,female,0,no mfa,1.0,10000.0
1008,1356.0,Laura Vandenberg,female,1,Emerson College,1.0,10000.0
1009,1358.0,Lauren Yee,female,1,"Univeristy of California, San Diego",1.0,10000.0
1010,1363.0,Lawrence Naumoff,male,0,no mfa,1.0,50000.0
1011,1364.0,Lawrence Thornton,male,1,no mfa,1.0,10000.0
1012,1366.0,Layli Long Soldier,female,1,Bard College,3.0,175000.0
1013,1367.0,Le Thi Diem Thuy,female,0,no mfa,1.0,50000.0
1014,1370.0,Leanne Howe,female,1,Vermont College of Fine Arts ,1.0,50000.0
1015,1372.0,Lee Smith,female,0,no mfa,1.0,10000.0
1016,1373.0,Leo Steinberg,male,1,no mfa,1.0,10000.0
1017,1374.0,Leon Edel,male,0,no mfa,1.0,10000.0
1018,1375.0,Leonard Bacon,male,0,no mfa,1.0,15000.0
1019,1376.0,Leonard Michaels,male,1,no mfa,1.0,10000.0
1020,1377.0,Leonard Nathan,male,1,no mfa,1.0,10000.0
1021,1378.0,Leonie Adams,female,0,no mfa,5.0,115000.0
1022,1379.0,Leonora Speyer,female,0,no mfa,1.0,15000.0
1023,1380.0,Leopoldine Core,female,0,no mfa,1.0,50000.0
1024,1381.0,Lerone Bennettjr,male,0,no mfa,1.0,10000.0
1025,1383.0,Lesley Nneka Arimah,female,1,Minnesota State University,2.0,100000.0
1026,1384.0,Leslie Epstein,male,1,Yale University,1.0,10000.0
1027,1385.0,Leslie Fiedler,male,1,no mfa,1.0,10000.0
1028,1387.0,Leslie Marmon Silko,female,0,no mfa,4.0,760000.0
1029,1388.0,Leslie Pietrzyk,female,1,American University,1.0,15000.0
1030,1391.0,Lewis Robinson,male,1,University of Iowa,1.0,50000.0
1031,1392.0,Lewis Thomas,male,1,no mfa,1.0,10000.0
1032,1393.0,Li-Young Lee,male,1,no mfa,3.0,225000.0
1033,1395.0,Lily King,female,1,no mfa,2.0,100000.0
1034,1396.0,Lily Tuck,female,1,no mfa,1.0,10000.0
1035,1397.0,Lin-Manuel Miranda,male,0,no mfa,1.0,10000.0
1036,1398.0,Lincoln Kirstein,male,0,no mfa,1.0,10000.0
1037,1399.0,Linda Bierds,female,0,no mfa,1.0,500000.0
1038,1401.0,Linda Gregerson,female,1,University of Iowa,2.0,110000.0
1039,1402.0,Linda Gregg,female,1,no mfa,4.0,200000.0
1040,1403.0,Linda Hogan,female,1,no mfa,1.0,150000.0
1041,1405.0,Linda Pastan,female,0,no mfa,1.0,100000.0
1042,1406.0,Ling Ma,female,1,Cornell University,2.0,100000.0
1043,1407.0,Lionel Abel,male,0,no mfa,1.0,10000.0
1044,1408.0,Lisa Armstrong,female,1,no mfa,1.0,50000.0
1045,1409.0,Lisa Halliday,female,0,no mfa,1.0,50000.0
1046,1410.0,Lisa Ko,female,1,City College of New York,1.0,25000.0
1047,1412.0,Lisa Shea,female,0,no mfa,1.0,50000.0
1048,1413.0,Lisel Mueller,female,1,no mfa,3.0,125000.0
1049,1415.0,Lloyd Frankenberg,male,0,no mfa,1.0,10000.0
1050,1418.0,Lois-Ann Yamanaka,female,1,no mfa,1.0,150000.0
1051,1420.0,Lore Segal,female,0,no mfa,1.0,10000.0
1052,1421.0,Lorna Goodison,female,0,no mfa,1.0,165000.0
1053,1422.0,Lorrie Moore,female,1,Cornell University,2.0,60000.0
1054,1423.0,Louis Begley,male,1,no mfa,2.0,20000.0
1055,1424.0,Louis Bromfield,male,0,no mfa,1.0,15000.0
1056,1425.0,Louis Edwards,male,0,no mfa,1.0,50000.0
1057,1428.0,Louis Rubin,male,1,no mfa,1.0,10000.0
1058,1429.0,Louis Simpson,male,1,no mfa,2.0,25000.0
1059,1430.0,Louis Untermeyer,male,0,no mfa,3.0,105000.0
1060,1431.0,Louis Zukovsky,male,1,no mfa,1.0,10000.0
1061,1433.0,Louis de Bernières,male,1,no mfa,1.0,150000.0
1062,1434.0,Louise Bogan,female,0,no mfa,5.0,115000.0
1063,1435.0,Louise Coxe,male,0,no mfa,1.0,25000.0
1064,1436.0,Louise Erdrich,female,1,no mfa,2.0,35000.0
1065,1437.0,Louise Gluck,female,0,no mfa,9.0,375000.0
1066,1438.0,Louise Townsend Nicholl,female,0,no mfa,1.0,25000.0
1067,1439.0,Loyd Little,male,0,no mfa,1.0,10000.0
1068,1441.0,Lucas Hnath,male,1,no mfa,1.0,50000.0
1069,1442.0,Lucas Manning,male,1,University of Iowa,1.0,50000.0
1070,1443.0,Lucia Perillo,female,1,no mfa,4.0,620000.0
1071,1445.0,Lucille Clifton,female,0,no mfa,3.0,260000.0
1072,1446.0,Lucy Grealy,female,1,University of Iowa,1.0,50000.0
1073,1447.0,Lucy Honig,female,1,no mfa,1.0,15000.0
1074,1448.0,Lucy Sante,female,0,no mfa,2.0,60000.0
1075,1449.0,Luis Alberto Urrea,male,1,University of Colorado,1.0,10000.0
1076,1450.0,Luis Alfaro,male,0,no mfa,1.0,50000.0
1077,1451.0,Luis Rodriguez,male,0,no mfa,1.0,150000.0
1078,1452.0,Luis Valdez,male,0,no mfa,1.0,50000.0
1079,1454.0,Luther Hughes,male,1,Washington University,1.0,25800.0
1080,1455.0,Lydia Davis,female,0,no mfa,3.0,700000.0
1081,1456.0,Lydia Millet,female,1,no mfa,1.0,25000.0
1082,1457.0,Lydia Peelle,female,1,University of Virginia,1.0,50000.0
1083,1458.0,Lyn Hejinian,female,0,no mfa,1.0,25000.0
1084,1460.0,Lynn Emmanuel,female,1,University of Iowa,1.0,25000.0
1085,1461.0,Lynn Nottage,female,1,Yale University,1.0,10000.0
1086,1462.0,Lynne McMahon,female,1,no mfa,1.0,10000.0
1087,1464.0,Lysley Tenorio,male,1,University of Oregon,1.0,50000.0
1088,1465.0,M. H. Abrams,male,1,no mfa,1.0,10000.0
1089,1466.0,M. B. Tolson,male,1,no mfa,1.0,10000.0
1090,1467.0,Maaza Mengiste,female,1,New York University,1.0,10000.0
1091,1468.0,Mackinlay Kantor,male,0,no mfa,1.0,15000.0
1092,1469.0,Madeleine George,female,1,New York University,1.0,50000.0
1093,1470.0,Madeline Defrees,female,1,no mfa,1.0,25000.0
1094,1471.0,Madison Smart Bell,male,1,no mfa,1.0,100000.0
1095,1472.0,Maeve Brennan,female,0,no mfa,1.0,10000.0
1096,1473.0,Margaret Ayer Barnes,female,0,no mfa,1.0,15000.0
1097,1474.0,Maggie Nelson,female,1,no mfa,1.0,625000.0
1098,1475.0,Mai Der Vang,female,1,no mfa,1.0,50000.0
1099,1476.0,Maile Meloy,female,1,"Univeristy of California, Irvine",1.0,10000.0
1100,1477.0,Major Jackson,male,1,University of Oregon,1.0,50000.0
1101,1478.0,Malachi Black,male,1,"University of Texas, Austin",1.0,25800.0
1102,1479.0,Malcolm Cowley,male,0,no mfa,1.0,10000.0
1103,1480.0,Malena Mörling,female,1,University of Iowa,1.0,50000.0
1104,1482.0,Manil Suri,male,1,no mfa,1.0,25000.0
1105,1484.0,Manuel Muñoz,male,1,Cornell University,1.0,50000.0
1106,1485.0,Marc Bittner,male,0,no mfa,1.0,25800.0
1107,1488.0,Marcus Wicker,male,1,Indiana University,1.0,25800.0
1108,1489.0,Margaret Atwood,female,1,no mfa,1.0,40000.0
1109,1490.0,Margaret Drabble,female,0,no mfa,1.0,10000.0
1110,1493.0,Margaret Mitchell,female,0,no mfa,1.0,15000.0
1111,1494.0,Margaret Talbot,female,1,no mfa,1.0,50000.0
1112,1495.0,Margaret Widdemer,female,0,no mfa,1.0,15000.0
1113,1496.0,Margaret Wilson,female,1,no mfa,1.0,15000.0
1114,1497.0,Margaret Wrinkle,female,1,no mfa,1.0,15000.0
1115,1500.0,Marguerite Young,female,1,no mfa,1.0,10000.0
1116,1502.0,Mariairene Fornes,female,0,no mfa,1.0,10000.0
1117,1503.0,Marianne Boruch,female,1,"University of Massachusetts, Amherst",1.0,100000.0
1118,1504.0,Marianne Moore,female,0,no mfa,5.0,70000.0
1119,1505.0,Marianne Wiggins,female,0,no mfa,1.0,50000.0
1120,1506.0,Marie Arana,female,1,no mfa,1.0,10000.0
1121,1508.0,Marie Howe,female,1,Columbia University,1.0,25000.0
1122,1509.0,Marie Ponsot,female,1,no mfa,2.0,110000.0
1123,1510.0,Marilyn Chin,female,1,University of Iowa,3.0,160000.0
1124,1511.0,Marilyn Hacker,female,0,no mfa,3.0,45000.0
1125,1512.0,Marilyn Nelson,female,1,no mfa,1.0,100000.0
1126,1513.0,Marilynne Robinson,female,1,no mfa,6.0,190000.0
1127,1514.0,Marina Carr,female,0,no mfa,1.0,10000.0
1128,1516.0,Marisha Pessl,female,0,no mfa,1.0,15000.0
1129,1518.0,Marius Bewley,male,1,no mfa,1.0,10000.0
1130,1519.0,Marjorie Kinnan Rawlings,female,0,no mfa,1.0,15000.0
1131,1520.0,Marjorie Kowalski Cole,female,1,no mfa,1.0,25000.0
1132,1525.0,Mark Cox,male,1,Vermont College of Fine Arts ,1.0,50000.0
1133,1526.0,Mark Doty,male,1,Goddard College,3.0,70000.0
1134,1527.0,Mark Harris,male,1,no mfa,1.0,10000.0
1135,1528.0,Mark Helprin,male,1,no mfa,1.0,40000.0
1136,1529.0,Mark Jarman,male,1,University of Iowa,1.0,25000.0
1137,1531.0,Mark Levine,male,1,University of Iowa,1.0,50000.0
1138,1533.0,Mark Nowak,male,1,Bowling Green State University,1.0,50000.0
1139,1534.0,Mark Polizzotti,male,1,no mfa,1.0,10000.0
1140,1535.0,Mark Richard,male,0,no mfa,2.0,60000.0
1141,1538.0,Mark Slouka,male,1,no mfa,1.0,15000.0
1142,1539.0,Mark Strand,male,1,University of Iowa,9.0,740000.0
1143,1540.0,Mark Turpin,male,0,no mfa,1.0,50000.0
1144,1541.0,Mark Van Doren,male,1,no mfa,2.0,40000.0
1145,1543.0,Marlon James,male,1,no mfa,1.0,10000.0
1146,1544.0,Marsha Norman,female,1,no mfa,1.0,10000.0
1147,1548.0,Martha Nussbaum,female,1,no mfa,1.0,15000.0
1148,1550.0,Martha Zweig,female,1,Warren Wilson College,1.0,50000.0
1149,1551.0,Martin Duberman,male,1,no mfa,1.0,10000.0
1150,1552.0,Martin Espada,male,1,no mfa,3.0,175000.0
1151,1553.0,Martin Flavin,male,0,no mfa,1.0,15000.0
1152,1554.0,Martin Greenberg,male,0,no mfa,1.0,10000.0
1153,1555.0,Marvin Bell,male,1,University of Iowa,1.0,10000.0
1154,1558.0,Mary Gaitskill,female,0,no mfa,1.0,10000.0
1155,1559.0,Mary Gordon,female,1,no mfa,1.0,10000.0
1156,1560.0,Mary Hood,female,0,no mfa,1.0,50000.0
1157,1562.0,Mary Karr,female,1,Goddard College,1.0,50000.0
1158,1563.0,Mary Kinzie,female,1,no mfa,1.0,10000.0
1159,1564.0,Mary Lachapelle,female,1,Vermont College of Fine Arts ,1.0,50000.0
1160,1565.0,Mary Lee Settle,female,1,Vermont College of Fine Arts ,2.0,20000.0
1161,1566.0,Mary McCarthy,female,0,no mfa,1.0,10000.0
1162,1568.0,Mary Morrissy,female,0,no mfa,1.0,150000.0
1163,1569.0,Mary Oliver,female,1,no mfa,4.0,185000.0
1164,1570.0,Mary Rakow,female,1,no mfa,1.0,50000.0
1165,1571.0,Mary Robison,female,1,no mfa,1.0,10000.0
1166,1572.0,Mary Ruefle,female,0,no mfa,3.0,80000.0
1167,1573.0,Mary Swander,female,1,University of Iowa,1.0,50000.0
1168,1574.0,Mary Szybist,female,1,University of Iowa,1.0,10000.0
1169,1575.0,Mary Ward Brown,female,0,no mfa,1.0,10000.0
1170,1577.0,Marya Zaturenska,female,0,no mfa,1.0,15000.0
1171,1578.0,Marykay Zuravleff,female,1,Johns Hopkins University,1.0,10000.0
1172,1579.0,Marym Colum,female,0,no mfa,1.0,10000.0
1173,1580.0,Mat Johnson,male,1,Columbia University,1.0,50000.0
1174,1581.0,Matt Collinsworth,male,1,Ohio State University,1.0,15000.0
1175,1582.0,Matt Donovan,male,1,New York University,1.0,50000.0
1176,1583.0,Matthea Harvey,female,1,University of Iowa,2.0,110000.0
1177,1585.0,Matthew Dickman,male,1,"University of Texas, Austin",1.0,10000.0
1178,1586.0,Matthew Klam,male,1,Hollins College,2.0,75000.0
1179,1587.0,Matthew Lopez,male,0,no mfa,1.0,10000.0
1180,1588.0,Matthew Nienow,male,1,University of Washington,1.0,25800.0
1181,1589.0,Matthew Stadler,male,1,Columbia University,3.0,110000.0
1182,1591.0,Maureen Howard,female,0,no mfa,1.0,10000.0
1183,1597.0,Mavis Gallant,female,0,no mfa,1.0,50000.0
1184,1601.0,Maxine Kumin,female,1,no mfa,6.0,220000.0
1185,1602.0,Maxine Swann,female,1,no mfa,1.0,20000.0
1186,1603.0,Maxinehong Kingston,female,0,no mfa,1.0,10000.0
1187,1604.0,Maxwell Geismar,male,1,no mfa,1.0,10000.0
1188,1606.0,May Swenson,female,0,no mfa,4.0,545000.0
1189,1607.0,Maya Sonenberg,female,1,no mfa,1.0,15000.0
1190,1608.0,Meg Miroshnik,female,1,Yale University,1.0,50000.0
1191,1610.0,Megan Grumbling,female,1,no mfa,1.0,25800.0
1192,1612.0,Megan McDowell,female,1,no mfa,1.0,10000.0
1193,1615.0,Melanie Rae Thon,female,0,no mfa,1.0,50000.0
1194,1616.0,Melanie Sumner,female,1,Boston University,1.0,50000.0
1195,1617.0,Melissa James Gibson,female,1,Yale University,1.0,50000.0
1196,1619.0,Melissa Yancy,female,1,University of Southern California,1.0,15000.0
1197,1621.0,Merritt Tierce,female,1,University of Iowa,1.0,50000.0
1198,1622.0,Mia Alvar,female,1,Columbia University,1.0,25000.0
1199,1624.0,Michael Burkard,male,1,University of Iowa,1.0,50000.0
1200,1625.0,Michael Byers,male,1,University of Michigan,1.0,50000.0
1201,1626.0,Michael Chabon,male,1,"Univeristy of California, Irvine",2.0,55000.0
1202,1627.0,Michael Collier,male,1,University of Arizona,1.0,10000.0
1203,1628.0,Michael Cunningham,male,1,University of Iowa,3.0,80000.0
1204,1629.0,Michael Dahlie,male,1,Washington University,2.0,60000.0
1205,1630.0,Michael Fried,male,1,no mfa,1.0,10000.0
1206,1632.0,Michael Harper,male,1,University of Iowa,1.0,10000.0
1207,1633.0,Michael Haskell,male,0,no mfa,1.0,50000.0
1208,1634.0,Michael Herr,male,0,no mfa,1.0,10000.0
1209,1637.0,Michael McGriff,male,1,"University of Texas, Austin",2.0,75800.0
1210,1638.0,Michael Meyer,male,0,no mfa,1.0,50000.0
1211,1639.0,Michael Palmer,male,1,no mfa,2.0,110000.0
1212,1640.0,Michael Rutherglen,male,1,University of Iowa,1.0,25800.0
1213,1641.0,Michael Ryan,male,1,University of Iowa,3.0,175000.0
1214,1643.0,Michael Shaara,male,0,no mfa,1.0,15000.0
1215,1644.0,Michael Wasson,male,1,Oregon State University,1.0,25800.0
1216,1647.0,Michaelr Jackson,male,1,Tisch School of the Arts,1.0,50000.0
1217,1648.0,Micheline Marcom,female,1,Mills College,3.0,150000.0
1218,1649.0,Michelle Huneven,female,1,University of Iowa,1.0,50000.0
1219,1651.0,Michelle Tea,female,0,no mfa,1.0,15000.0
1220,1655.0,Miller Oberman,male,1,no mfa,1.0,25800.0
1221,1656.0,Miller Williams,male,1,no mfa,1.0,10000.0
1222,1657.0,Milton Lott,male,0,no mfa,1.0,10000.0
1223,1658.0,Mimi Lok,female,1,San Francisco State University,1.0,10000.0
1224,1660.0,Mindy Aloff,female,1,no mfa,1.0,50000.0
1225,1661.0,Miriam Bird Greenberg,female,1,"University of Texas, Austin",1.0,25800.0
1226,1662.0,Mischa Berlinski,male,0,no mfa,2.0,60000.0
1227,1663.0,Mitchell Jackson,male,1,New York University,2.0,100000.0
1228,1666.0,Molly Gloss,female,0,no mfa,1.0,50000.0
1229,1668.0,Molly McCully Brown,female,1,University of Mississippi,1.0,50000.0
1230,1670.0,Mona Mansour,female,0,no mfa,1.0,50000.0
1231,1671.0,Mona Simpson,female,1,Columbia University,2.0,60000.0
1232,1672.0,Mona Van Duyn,female,1,no mfa,7.0,230000.0
1233,1674.0,Monique Truong,female,1,no mfa,2.0,35000.0
1234,1675.0,Morgan Meis,male,1,no mfa,1.0,50000.0
1235,1676.0,Morton D. Zabel,male,1,no mfa,1.0,10000.0
1236,1678.0,Muriel Rukeyser,female,0,no mfa,1.0,10000.0
1237,1679.0,Murray Kempton,male,0,no mfa,1.0,10000.0
1238,1682.0,N. K. Jemisin,female,1,no mfa,1.0,625000.0
1239,1683.0,N. Scott Momaday,male,1,no mfa,2.0,25000.0
1240,1684.0,Nadeem Aslam,male,0,no mfa,1.0,50000.0
1241,1685.0,Nadia Owusu,female,1,Southern New Hampshire University,1.0,50000.0
1242,1687.0,Nafissa Thompson-Spires,female,1,University of Illinois,1.0,50000.0
1243,1688.0,Nami Mun,female,1,University of Michigan,1.0,50000.0
1244,1689.0,Namwali Serpell,female,1,no mfa,1.0,165000.0
1245,1690.0,Nan Nan,female,0,no mfa,1.0,15000.0
1246,1691.0,Nana Kwame Adjei-Brenyah,male,1,Syracuse University,1.0,75000.0
1247,1692.0,Nancy Eimers,female,1,University of Houston,1.0,50000.0
1248,1695.0,Naomi Benaron,female,1,Antioch College,1.0,25000.0
1249,1696.0,Naomi Iizuka,female,1,"Univeristy of California, San Diego",1.0,50000.0
1250,1697.0,Naomi Shihab Nye,female,0,no mfa,1.0,50000.0
1251,1698.0,Naomi Wallace,female,1,University of Iowa,1.0,10000.0
1252,1699.0,Natalie Diaz,female,1,Old Dominion University,3.0,725000.0
1253,1700.0,Natalie Kusz,female,1,University of Alaska Fairbanks,1.0,50000.0
1254,1701.0,Natalie Scenters-Zapico,female,1,University of New Mexico,2.0,75800.0
1255,1702.0,Natalie Shapero,female,1,Ohio State University,1.0,25800.0
1256,1703.0,Natasha Trethewey,female,1,"University of Massachusetts, Amherst",6.0,155000.0
1257,1704.0,Natasha Wimmer,female,0,no mfa,1.0,10000.0
1258,1705.0,Nate Klug,male,1,no mfa,1.0,25800.0
1259,1706.0,Nate Marshall,male,1,University of Michigan,1.0,25800.0
1260,1707.0,Nathan Bartel,male,1,University of Montana,1.0,25800.0
1261,1709.0,Nathanalan Davis,male,1,Indiana University,1.0,50000.0
1262,1710.0,Nathaniel Mackey,male,1,no mfa,5.0,180000.0
1263,1711.0,Neil Labute,male,1,New York University,1.0,10000.0
1264,1712.0,Neil Simon,male,1,no mfa,1.0,40000.0
1265,1713.0,Nell Freudenberger,female,0,no mfa,1.0,50000.0
1266,1715.0,Nelson Algren,male,0,no mfa,3.0,45000.0
1267,1716.0,Newton Arvin,male,0,no mfa,1.0,10000.0
1268,1717.0,Nguyen Phan Que Mai,female,1,no mfa,1.0,50000.0
1269,1720.0,Nicholas Friedman,male,1,Cornell University,1.0,25800.0
1270,1722.0,Nick Arvin,male,1,University of Iowa,1.0,10000.0
1271,1724.0,Nick Hornby,male,0,no mfa,1.0,10000.0
1272,1725.0,Nicky Beer,female,1,University of Houston,1.0,25800.0
1273,1729.0,Nikky Finney,female,1,no mfa,4.0,185000.0
1274,1730.0,Nilo Cruz,male,1,Brown University,1.0,50000.0
1275,1731.0,Nina Marie Martínez,female,0,no mfa,1.0,50000.0
1276,1735.0,Norman Corwin,male,0,no mfa,1.0,10000.0
1277,1736.0,Norman Cousins,male,0,no mfa,1.0,40000.0
1278,1737.0,Norman Fruchter,male,0,no mfa,1.0,10000.0
1279,1738.0,Norman Mailer,male,0,no mfa,3.0,65000.0
1280,1740.0,Norman Rosten,male,1,no mfa,1.0,10000.0
1281,1741.0,Norman Rush,male,0,no mfa,2.0,20000.0
1282,1742.0,Norman Williams,male,0,no mfa,1.0,10000.0
1283,1743.0,Noviolet Bulawayo,female,1,Cornell University,1.0,10000.0
1284,1744.0,Novuyo Rosa Tshuma,female,1,University of Iowa,1.0,50000.0
1285,1745.0,Ocean Vuong,male,1,New York University,4.0,750800.0
1286,1746.0,Octavia Butler,female,0,no mfa,1.0,500000.0
1287,1747.0,Oliver Gogarty,male,0,no mfa,1.0,25000.0
